annee;mois;puissance;type;consommation
2024;1;36.0;Prises à usage personnel;0.9078000000000012
2024;2;36.0;Prises à usage personnel;0.8568000000000011
2024;3;36.0;Prises à usage personnel;0.9144000000000012
2024;4;36.0;Prises à usage personnel;0.8826000000000012
2024;5;36.0;Prises à usage personnel;0.9264000000000013
2024;6;36.0;Prises à usage personnel;2.3495999999999753
2024;1;10.0;Equipements de bureaux;0.2508333333333336
2024;2;10.0;Equipements de bureaux;0.24000000000000032
2024;3;10.0;Equipements de bureaux;0.25250000000000034
2024;4;10.0;Equipements de bureaux;0.2428333333333336
2024;5;10.0;Equipements de bureaux;0.2560000000000003
2024;6;10.0;Equipements de bureaux;0.6538333333333175
2024;1;600.0;Equipements médicaux;15.050000000000006
2024;2;600.0;Equipements médicaux;14.400000000000002
2024;3;600.0;Equipements médicaux;15.150000000000004
2024;4;600.0;Equipements médicaux;14.570000000000006
2024;5;600.0;Equipements médicaux;15.360000000000005
2024;6;600.0;Equipements médicaux;39.0900000000008
2024;1;293.0;Equipements médicaux;7.349416666666655
2024;2;293.0;Equipements médicaux;7.03199999999999
2024;3;293.0;Equipements médicaux;7.398249999999989
2024;4;293.0;Equipements médicaux;7.115016666666655
2024;5;293.0;Equipements médicaux;7.50079999999999
2024;6;293.0;Equipements médicaux;20.07049999999946
2024;1;400.0;Equipements médicaux;9.899999999999984
2024;2;400.0;Equipements médicaux;9.413333333333322
2024;3;400.0;Equipements médicaux;10.053333333333322
2024;4;400.0;Equipements médicaux;9.933333333333323
2024;5;400.0;Equipements médicaux;10.026666666666657
2024;6;400.0;Equipements médicaux;25.393333333333313
2024;1;600.0;Equipements médicaux;14.85000000000001
2024;2;600.0;Equipements médicaux;14.120000000000008
2024;3;600.0;Equipements médicaux;15.080000000000007
2024;4;600.0;Equipements médicaux;14.900000000000007
2024;5;600.0;Equipements médicaux;15.040000000000006
2024;6;600.0;Equipements médicaux;38.75000000000078
2024;1;600.0;Equipements médicaux;14.85000000000001
2024;2;600.0;Equipements médicaux;14.120000000000008
2024;3;600.0;Equipements médicaux;15.080000000000007
2024;4;600.0;Equipements médicaux;14.900000000000007
2024;5;600.0;Equipements médicaux;15.040000000000006
2024;6;600.0;Equipements médicaux;33.410000000000814
2024;1;100.0;Equipements médicaux;2.474999999999996
2024;2;100.0;Equipements médicaux;2.3533333333333304
2024;3;100.0;Equipements médicaux;2.5133333333333305
2024;4;100.0;Equipements médicaux;2.4833333333333307
2024;5;100.0;Equipements médicaux;2.506666666666664
2024;6;100.0;Equipements médicaux;6.288333333333308
2024;1;100.0;Equipements médicaux;14.204999999999997
2024;2;100.0;Equipements médicaux;12.846666666666664
2024;3;100.0;Equipements médicaux;13.204638888888889
2024;4;100.0;Equipements médicaux;12.96702777777778
2024;5;100.0;Equipements médicaux;15.04166666666666
2024;6;100.0;Equipements médicaux;6.731666666666647
2024;1;5.0;Equipements médicaux;0.12766666666666682
2024;2;5.0;Equipements médicaux;0.11866666666666675
2024;3;5.0;Equipements médicaux;0.1264166666666668
2024;4;5.0;Equipements médicaux;0.12200000000000011
2024;5;5.0;Equipements médicaux;0.1254166666666668
2024;6;5.0;Equipements médicaux;0.3258333333333262
2024;1;5.0;Equipements médicaux;0.12766666666666682
2024;2;5.0;Equipements médicaux;0.11866666666666675
2024;3;5.0;Equipements médicaux;0.1264166666666668
2024;4;5.0;Equipements médicaux;0.12200000000000011
2024;5;5.0;Equipements médicaux;0.1254166666666668
2024;6;5.0;Equipements médicaux;0.331333333333326
2024;1;100.0;Equipements médicaux;2.5533333333333315
2024;2;100.0;Equipements médicaux;2.373333333333331
2024;3;100.0;Equipements médicaux;2.5283333333333307
2024;4;100.0;Equipements médicaux;2.4399999999999977
2024;5;100.0;Equipements médicaux;2.5083333333333306
2024;6;100.0;Equipements médicaux;6.49666666666666
2024;1;301.0;Equipements médicaux;7.685533333333318
2024;2;301.0;Equipements médicaux;7.143733333333319
2024;3;301.0;Equipements médicaux;7.610283333333317
2024;4;301.0;Equipements médicaux;7.344399999999985
2024;5;301.0;Equipements médicaux;7.5500833333333155
2024;6;301.0;Equipements médicaux;20.397766666665778
2024;1;700.0;Réfrigérateurs et Congélateurs;17.8266666666667
2024;2;700.0;Réfrigérateurs et Congélateurs;16.520000000000028
2024;3;700.0;Réfrigérateurs et Congélateurs;17.815000000000033
2024;4;700.0;Réfrigérateurs et Congélateurs;17.033333333333356
2024;5;700.0;Réfrigérateurs et Congélateurs;17.6866666666667
2024;6;700.0;Réfrigérateurs et Congélateurs;44.5666666666657
2024;1;200.0;Equipements de bureaux;4.989999999999995
2024;2;200.0;Equipements de bureaux;4.689999999999995
2024;3;200.0;Equipements de bureaux;5.093333333333328
2024;4;200.0;Equipements de bureaux;4.969999999999996
2024;5;200.0;Equipements de bureaux;5.076666666666663
2024;6;200.0;Equipements de bureaux;12.950000000000003
2024;1;100.0;Equipements de bureaux;2.4949999999999974
2024;2;100.0;Equipements de bureaux;2.3449999999999975
2024;3;100.0;Equipements de bureaux;2.546666666666664
2024;4;100.0;Equipements de bureaux;2.484999999999998
2024;5;100.0;Equipements de bureaux;2.5383333333333313
2024;6;100.0;Equipements de bureaux;6.474999999999996
2024;1;100.0;Equipements de bureaux;2.506666666666664
2024;2;100.0;Equipements de bureaux;2.399999999999997
2024;3;100.0;Equipements de bureaux;2.504999999999996
2024;4;100.0;Equipements de bureaux;2.4316666666666635
2024;5;100.0;Equipements de bureaux;2.5266666666666646
2024;6;100.0;Equipements de bureaux;6.680000000000002
2024;1;20.0;Equipements de bureaux;3.3079055555555557
2024;2;20.0;Equipements de bureaux;3.329683333333333
2024;3;20.0;Equipements de bureaux;2.8359611111111116
2024;4;20.0;Equipements de bureaux;2.8523333333333327
2024;5;20.0;Equipements de bureaux;2.6486666666666667
2024;6;20.0;Equipements de bureaux;1.3136666666666366
2024;1;100.0;Equipements médicaux;2.5116666666666627
2024;2;100.0;Equipements médicaux;2.3799999999999986
2024;3;100.0;Equipements médicaux;2.5299999999999967
2024;4;100.0;Equipements médicaux;2.469999999999998
2024;5;100.0;Equipements médicaux;2.5216666666666643
2024;6;100.0;Equipements médicaux;6.668333333333333
2024;1;100.0;Equipements médicaux;14.111833333333335
2024;2;100.0;Equipements médicaux;12.61666666666667
2024;3;100.0;Equipements médicaux;13.78166666666667
2024;4;100.0;Equipements médicaux;12.358333333333336
2024;5;100.0;Equipements médicaux;10.468333333333334
2024;6;100.0;Equipements médicaux;6.825000000000012
2024;1;100.0;Equipements médicaux;2.5116666666666627
2024;2;100.0;Equipements médicaux;2.3799999999999986
2024;3;100.0;Equipements médicaux;2.5299999999999967
2024;4;100.0;Equipements médicaux;2.469999999999998
2024;5;100.0;Equipements médicaux;2.5216666666666643
2024;6;100.0;Equipements médicaux;6.858333333333361
2024;1;20.0;Equipements médicaux;0.5023333333333339
2024;2;20.0;Equipements médicaux;0.47600000000000064
2024;3;20.0;Equipements médicaux;0.5060000000000006
2024;4;20.0;Equipements médicaux;0.4940000000000007
2024;5;20.0;Equipements médicaux;0.5043333333333339
2024;6;20.0;Equipements médicaux;1.3286666666666347
2024;1;500.0;Equipements médicaux;12.658333333333333
2024;2;500.0;Equipements médicaux;11.791666666666664
2024;3;500.0;Equipements médicaux;12.583333333333334
2024;4;500.0;Equipements médicaux;12.225
2024;5;500.0;Equipements médicaux;12.741666666666672
2024;6;500.0;Equipements médicaux;31.474999999999408
2024;1;600.0;Equipements médicaux;15.190000000000007
2024;2;600.0;Equipements médicaux;14.150000000000007
2024;3;600.0;Equipements médicaux;15.100000000000007
2024;4;600.0;Equipements médicaux;14.670000000000009
2024;5;600.0;Equipements médicaux;15.290000000000003
2024;6;600.0;Equipements médicaux;38.450000000000855
2024;1;150.0;Equipements médicaux;3.7975000000000017
2024;2;150.0;Equipements médicaux;3.537500000000002
2024;3;150.0;Equipements médicaux;3.7750000000000017
2024;4;150.0;Equipements médicaux;3.667500000000002
2024;5;150.0;Equipements médicaux;3.8225000000000007
2024;6;150.0;Equipements médicaux;9.465000000000234
2024;1;300.0;Equipements médicaux;7.595000000000003
2024;2;300.0;Equipements médicaux;7.075000000000004
2024;3;300.0;Equipements médicaux;7.550000000000003
2024;4;300.0;Equipements médicaux;7.335000000000004
2024;5;300.0;Equipements médicaux;7.645000000000001
2024;6;300.0;Equipements médicaux;19.040000000000443
2024;1;100000.0;Equipements médicaux;2531.666666666666
2024;2;100000.0;Equipements médicaux;2358.333333333334
2024;3;100000.0;Equipements médicaux;2516.666666666666
2024;4;100000.0;Equipements médicaux;2444.999999999999
2024;5;100000.0;Equipements médicaux;2548.333333333333
2024;6;100000.0;Equipements médicaux;6381.666666666725
2024;1;200.0;Équipements de Confort et de Divertissement;5.089999999999994
2024;2;200.0;Équipements de Confort et de Divertissement;4.856666666666663
2024;3;200.0;Équipements de Confort et de Divertissement;5.1333333333333275
2024;4;200.0;Équipements de Confort et de Divertissement;4.923333333333328
2024;5;200.0;Équipements de Confort et de Divertissement;5.119999999999995
2024;6;200.0;Équipements de Confort et de Divertissement;13.22666666666668
2024;1;500.0;Équipements de Confort et de Divertissement;12.725000000000003
2024;2;500.0;Équipements de Confort et de Divertissement;12.141666666666666
2024;3;500.0;Équipements de Confort et de Divertissement;12.833333333333334
2024;4;500.0;Équipements de Confort et de Divertissement;12.308333333333337
2024;5;500.0;Équipements de Confort et de Divertissement;12.799999999999999
2024;6;500.0;Équipements de Confort et de Divertissement;32.43333333333267
2024;1;200.0;Equipements de bureaux;5.089999999999994
2024;2;200.0;Equipements de bureaux;4.856666666666663
2024;3;200.0;Equipements de bureaux;5.1333333333333275
2024;4;200.0;Equipements de bureaux;4.923333333333328
2024;5;200.0;Equipements de bureaux;5.119999999999995
2024;6;200.0;Equipements de bureaux;13.049999999999956
2024;1;200.0;Équipements de Confort et de Divertissement;5.089999999999994
2024;2;200.0;Équipements de Confort et de Divertissement;4.856666666666663
2024;3;200.0;Équipements de Confort et de Divertissement;5.1333333333333275
2024;4;200.0;Équipements de Confort et de Divertissement;4.923333333333328
2024;5;200.0;Équipements de Confort et de Divertissement;5.119999999999995
2024;6;200.0;Équipements de Confort et de Divertissement;13.17000000000001
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;357.1499999999999
2024;5;1000.0;Climatiseurs;726.0989599525268
2024;6;1000.0;Climatiseurs;207.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.9666666666668
2024;5;1000.0;Climatiseurs;738.8666666666675
2024;6;1000.0;Climatiseurs;193.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;357.9833333333334
2024;5;1000.0;Climatiseurs;740.9999999999994
2024;6;1000.0;Climatiseurs;196.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.6000000000002
2024;5;1000.0;Climatiseurs;737.5666666666666
2024;6;1000.0;Climatiseurs;198.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.6833333333334
2024;5;1000.0;Climatiseurs;737.0000000000002
2024;6;1000.0;Climatiseurs;201.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.8666666666667
2024;5;1000.0;Climatiseurs;736.0333333333332
2024;6;1000.0;Climatiseurs;200.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.6499999999999
2024;5;1000.0;Climatiseurs;740.5166666666663
2024;6;1000.0;Climatiseurs;196.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.0000000000001
2024;5;1000.0;Climatiseurs;737.3333333333327
2024;6;1000.0;Climatiseurs;202.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;355.5
2024;5;1000.0;Climatiseurs;735.3333333333331
2024;6;1000.0;Climatiseurs;765.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;355.71666666666675
2024;5;1000.0;Climatiseurs;735.4666666666672
2024;6;1000.0;Climatiseurs;200.0
2024;1;2000.0;Climatiseurs;1486.0
2024;2;2000.0;Climatiseurs;1392.0
2024;3;2000.0;Climatiseurs;1488.0
2024;4;2000.0;Climatiseurs;1440.0
2024;5;2000.0;Climatiseurs;1488.0
2024;6;2000.0;Climatiseurs;1455.9666666666667
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.86666666666673
2024;5;1000.0;Climatiseurs;743.2666666666665
2024;6;1000.0;Climatiseurs;194.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;356.4166666666668
2024;5;1000.0;Climatiseurs;739.6333333333325
2024;6;1000.0;Climatiseurs;201.0
2024;1;1000.0;Climatiseurs;0.0
2024;2;1000.0;Climatiseurs;0.0
2024;3;1000.0;Climatiseurs;0.0
2024;4;1000.0;Climatiseurs;355.9666666666664
2024;5;1000.0;Climatiseurs;736.2333333333326
2024;6;1000.0;Climatiseurs;200.0
2024;1;1000.0;Chauffages;744.0
2024;2;1000.0;Chauffages;696.0
2024;3;1000.0;Chauffages;736.9833333333336
2024;4;1000.0;Chauffages;709.6333333333325
2024;5;1000.0;Chauffages;5.85
2024;6;1000.0;Chauffages;0.0
2024;1;1000.0;Chauffages;744.0
2024;2;1000.0;Chauffages;696.0
2024;3;1000.0;Chauffages;737.0999999999999
2024;4;1000.0;Chauffages;711.0166666666661
2024;5;1000.0;Chauffages;0.0
2024;6;1000.0;Chauffages;0.0
2024;1;1000.0;Chauffages;744.0
2024;2;1000.0;Chauffages;696.0
2024;3;1000.0;Chauffages;740.5166666666668
2024;4;1000.0;Chauffages;697.4499999999999
2024;5;1000.0;Chauffages;0.0
2024;6;1000.0;Chauffages;0.0
2024;1;1000.0;Chauffages;744.0
2024;2;1000.0;Chauffages;696.0
2024;3;1000.0;Chauffages;736.4999999999999
2024;4;1000.0;Chauffages;709.2166666666664
2024;5;1000.0;Chauffages;0.0
2024;6;1000.0;Chauffages;0.0
2024;1;1000.0;Chauffages;744.0
2024;2;1000.0;Chauffages;696.0
2024;3;1000.0;Chauffages;736.4000000000005
2024;4;1000.0;Chauffages;712.783333333333
2024;5;1000.0;Chauffages;0.0
2024;6;1000.0;Chauffages;0.0
2024;1;1000.0;Chauffages;744.0
2024;2;1000.0;Chauffages;696.0
2024;3;1000.0;Chauffages;736.4333333333333
2024;4;1000.0;Chauffages;711.4666666666666
2024;5;1000.0;Chauffages;0.0
2024;6;1000.0;Chauffages;0.0
2024;1;1000.0;Chauffages;744.0
2024;2;1000.0;Chauffages;696.0
