annee;mois;puissance;type;consommation
2024;2;250.0;Equipements de bureaux;6.000000000000002
2020;3;250.0;Equipements de bureaux;6.346814874560317
2021;3;250.0;Equipements de bureaux;6.315421642988418
2023;3;250.0;Equipements de bureaux;6.3850816964657655
2024;3;250.0;Equipements de bureaux;6.312500000000002
2020;4;250.0;Equipements de bureaux;5.500313832333496
2021;4;250.0;Equipements de bureaux;6.001876000847834
2023;4;250.0;Equipements de bureaux;5.67525809702954
2024;4;250.0;Equipements de bureaux;6.070833333333334
2020;5;250.0;Equipements de bureaux;5.819057909885632
2021;5;250.0;Equipements de bureaux;6.680054694759059
2023;5;250.0;Equipements de bureaux;5.768770612135672
2024;5;250.0;Equipements de bureaux;6.4
2020;6;250.0;Equipements de bureaux;5.954654999498638
2021;6;250.0;Equipements de bureaux;6.495693264821449
2023;6;250.0;Equipements de bureaux;6.503568070079523
2024;6;250.0;Equipements de bureaux;6.154166666666667
2020;7;250.0;Equipements de bureaux;0.0
2021;7;250.0;Equipements de bureaux;0.0
2023;7;250.0;Equipements de bureaux;0.0
2020;8;250.0;Equipements de bureaux;0.0
2021;8;250.0;Equipements de bureaux;0.0
2023;8;250.0;Equipements de bureaux;0.0
2020;9;250.0;Equipements de bureaux;0.0
2021;9;250.0;Equipements de bureaux;0.0
2023;9;250.0;Equipements de bureaux;0.0
2020;10;250.0;Equipements de bureaux;0.0
2021;10;250.0;Equipements de bureaux;0.0
2023;10;250.0;Equipements de bureaux;0.0
2020;11;250.0;Equipements de bureaux;0.0
2021;11;250.0;Equipements de bureaux;0.0
2023;11;250.0;Equipements de bureaux;0.0
2020;12;250.0;Equipements de bureaux;0.0
2021;12;250.0;Equipements de bureaux;0.0
2023;12;250.0;Equipements de bureaux;0.0
2020;1;150.0;Equipements de bureaux;4.090326140848163
2021;1;150.0;Equipements de bureaux;4.076275388497677
2023;1;150.0;Equipements de bureaux;3.751865930536689
2024;1;150.0;Equipements de bureaux;3.7625000000000015
2020;2;150.0;Equipements de bureaux;3.9455910795015114
2021;2;150.0;Equipements de bureaux;3.313492024926001
2023;2;150.0;Equipements de bureaux;3.6493005241003877
2024;2;150.0;Equipements de bureaux;3.6000000000000005
2020;3;150.0;Equipements de bureaux;3.6398725247846277
2021;3;150.0;Equipements de bureaux;3.727936329181502
2023;3;150.0;Equipements de bureaux;3.424651891556989
2024;3;150.0;Equipements de bureaux;3.787500000000001
2020;4;150.0;Equipements de bureaux;3.931541356065015
2021;4;150.0;Equipements de bureaux;3.667363654562618
2023;4;150.0;Equipements de bureaux;3.876767006257351
2024;4;150.0;Equipements de bureaux;3.6425000000000014
2020;5;150.0;Equipements de bureaux;4.018181266844367
2021;5;150.0;Equipements de bureaux;3.771654143361031
2023;5;150.0;Equipements de bureaux;4.07937325202523
2024;5;150.0;Equipements de bureaux;3.840000000000001
2020;6;150.0;Equipements de bureaux;3.777209589571572
2021;6;150.0;Equipements de bureaux;3.3751780964643925
2023;6;150.0;Equipements de bureaux;3.323265464034648
2024;6;150.0;Equipements de bureaux;3.6925000000000012
2020;7;150.0;Equipements de bureaux;0.0
2021;7;150.0;Equipements de bureaux;0.0
2023;7;150.0;Equipements de bureaux;0.0
2020;8;150.0;Equipements de bureaux;0.0
2021;8;150.0;Equipements de bureaux;0.0
2023;8;150.0;Equipements de bureaux;0.0
2020;9;150.0;Equipements de bureaux;0.0
2021;9;150.0;Equipements de bureaux;0.0
2023;9;150.0;Equipements de bureaux;0.0
2020;10;150.0;Equipements de bureaux;0.0
2021;10;150.0;Equipements de bureaux;0.0
2023;10;150.0;Equipements de bureaux;0.0
2020;11;150.0;Equipements de bureaux;0.0
2021;11;150.0;Equipements de bureaux;0.0
2023;11;150.0;Equipements de bureaux;0.0
2020;12;150.0;Equipements de bureaux;0.0
2021;12;150.0;Equipements de bureaux;0.0
2023;12;150.0;Equipements de bureaux;0.0
2020;1;150.0;Equipements médicaux;4.029245041166636
2021;1;150.0;Equipements médicaux;3.8607145334347477
2023;1;150.0;Equipements médicaux;3.830149482783749
2024;1;150.0;Equipements médicaux;3.767500000000002
2020;2;150.0;Equipements médicaux;3.302514859806804
2021;2;150.0;Equipements médicaux;3.7828436879377265
2023;2;150.0;Equipements médicaux;3.3646571316737477
2024;2;150.0;Equipements médicaux;3.5700000000000016
2020;3;150.0;Equipements médicaux;3.601453478572209
2021;3;150.0;Equipements médicaux;3.5641426927753925
2023;3;150.0;Equipements médicaux;3.820013852773069
2024;3;150.0;Equipements médicaux;3.7950000000000017
2020;4;150.0;Equipements médicaux;3.839303097546582
2021;4;150.0;Equipements médicaux;4.072248319841796
2023;4;150.0;Equipements médicaux;3.8516332085252896
2024;4;150.0;Equipements médicaux;3.7050000000000014
2020;5;150.0;Equipements médicaux;3.4620658780051112
2021;5;150.0;Equipements médicaux;3.8490786073348335
2023;5;150.0;Equipements médicaux;3.834942559707059
2024;5;150.0;Equipements médicaux;3.7825000000000006
2020;6;150.0;Equipements médicaux;3.51447916244259
2021;6;150.0;Equipements médicaux;3.5861432580928425
2023;6;150.0;Equipements médicaux;3.521507269890179
2024;6;150.0;Equipements médicaux;3.6425000000000023
2020;7;150.0;Equipements médicaux;0.0
2021;7;150.0;Equipements médicaux;0.0
2023;7;150.0;Equipements médicaux;0.0
2020;8;150.0;Equipements médicaux;0.0
2021;8;150.0;Equipements médicaux;0.0
2023;8;150.0;Equipements médicaux;0.0
2020;9;150.0;Equipements médicaux;0.0
2021;9;150.0;Equipements médicaux;0.0
2023;9;150.0;Equipements médicaux;0.0
2020;10;150.0;Equipements médicaux;0.0
2021;10;150.0;Equipements médicaux;0.0
2023;10;150.0;Equipements médicaux;0.0
2020;11;150.0;Equipements médicaux;0.0
2021;11;150.0;Equipements médicaux;0.0
2023;11;150.0;Equipements médicaux;0.0
2020;12;150.0;Equipements médicaux;0.0
2021;12;150.0;Equipements médicaux;0.0
2023;12;150.0;Equipements médicaux;0.0
2020;1;200.0;Equipements médicaux;5.378604552893929
2021;1;200.0;Equipements médicaux;5.095505712894634
2023;1;200.0;Equipements médicaux;5.146190521002398
2024;1;200.0;Equipements médicaux;5.023333333333325
2020;2;200.0;Equipements médicaux;4.316625179299017
2021;2;200.0;Equipements médicaux;5.123198872880695
2023;2;200.0;Equipements médicaux;5.054388518637751
2024;2;200.0;Equipements médicaux;4.759999999999997
2020;3;200.0;Equipements médicaux;4.663688674658498
2021;3;200.0;Equipements médicaux;5.546030592370443
2023;3;200.0;Equipements médicaux;4.598284966950768
2024;3;200.0;Equipements médicaux;5.059999999999993
2020;4;200.0;Equipements médicaux;5.3903517201699715
2021;4;200.0;Equipements médicaux;4.85514761731998
2023;4;200.0;Equipements médicaux;4.818798097867123
2024;4;200.0;Equipements médicaux;4.939999999999996
2020;5;200.0;Equipements médicaux;5.385721843325362
2021;5;200.0;Equipements médicaux;4.84528599750421
2023;5;200.0;Equipements médicaux;5.054326097716113
2024;5;200.0;Equipements médicaux;5.043333333333329
2020;6;200.0;Equipements médicaux;4.78020470142757
2021;6;200.0;Equipements médicaux;4.821956393518766
2023;6;200.0;Equipements médicaux;4.430521610733962
2024;6;200.0;Equipements médicaux;4.85666666666666
2020;7;200.0;Equipements médicaux;0.0
2021;7;200.0;Equipements médicaux;0.0
2023;7;200.0;Equipements médicaux;0.0
2020;8;200.0;Equipements médicaux;0.0
2021;8;200.0;Equipements médicaux;0.0
2023;8;200.0;Equipements médicaux;0.0
2020;9;200.0;Equipements médicaux;0.0
2021;9;200.0;Equipements médicaux;0.0
2023;9;200.0;Equipements médicaux;0.0
2020;10;200.0;Equipements médicaux;0.0
2021;10;200.0;Equipements médicaux;0.0
2023;10;200.0;Equipements médicaux;0.0
2020;11;200.0;Equipements médicaux;0.0
2021;11;200.0;Equipements médicaux;0.0
2023;11;200.0;Equipements médicaux;0.0
2020;12;200.0;Equipements médicaux;0.0
2021;12;200.0;Equipements médicaux;0.0
2023;12;200.0;Equipements médicaux;0.0
2020;1;500.0;Equipements médicaux;12.154417976946071
2021;1;500.0;Equipements médicaux;13.534651583873305
2023;1;500.0;Equipements médicaux;12.010632360203024
2024;1;500.0;Equipements médicaux;12.558333333333335
2020;2;500.0;Equipements médicaux;11.255230301914684
2021;2;500.0;Equipements médicaux;10.84235992885921
2023;2;500.0;Equipements médicaux;11.983718624685535
2024;2;500.0;Equipements médicaux;11.900000000000002
2020;3;500.0;Equipements médicaux;12.83766518851689
2021;3;500.0;Equipements médicaux;13.575743866170313
2023;3;500.0;Equipements médicaux;12.63859808540305
2024;3;500.0;Equipements médicaux;12.65
2020;4;500.0;Equipements médicaux;11.67856965667694
2021;4;500.0;Equipements médicaux;13.233640024503394
2023;4;500.0;Equipements médicaux;11.389767937031364
2024;4;500.0;Equipements médicaux;12.35
2020;5;500.0;Equipements médicaux;11.936010534365662
2021;5;500.0;Equipements médicaux;12.94377867982737
2023;5;500.0;Equipements médicaux;11.944018246592066
2024;5;500.0;Equipements médicaux;12.608333333333338
2020;6;500.0;Equipements médicaux;12.503160679020436
2021;6;500.0;Equipements médicaux;12.746483694263485
2023;6;500.0;Equipements médicaux;12.10255640071493
2024;6;500.0;Equipements médicaux;12.14166666666667
2020;7;500.0;Equipements médicaux;0.0
2021;7;500.0;Equipements médicaux;0.0
2023;7;500.0;Equipements médicaux;0.0
2020;8;500.0;Equipements médicaux;0.0
2021;8;500.0;Equipements médicaux;0.0
2023;8;500.0;Equipements médicaux;0.0
2020;9;500.0;Equipements médicaux;0.0
2021;9;500.0;Equipements médicaux;0.0
2023;9;500.0;Equipements médicaux;0.0
2020;10;500.0;Equipements médicaux;0.0
2021;10;500.0;Equipements médicaux;0.0
2023;10;500.0;Equipements médicaux;0.0
2020;11;500.0;Equipements médicaux;0.0
2021;11;500.0;Equipements médicaux;0.0
2023;11;500.0;Equipements médicaux;0.0
2020;12;500.0;Equipements médicaux;0.0
2021;12;500.0;Equipements médicaux;0.0
2023;12;500.0;Equipements médicaux;0.0
2020;1;100.0;Equipements de bureaux;2.458117635281238
2021;1;100.0;Equipements de bureaux;2.506211783214383
2023;1;100.0;Equipements de bureaux;2.266505789409059
2024;1;100.0;Equipements de bureaux;2.5116666666666627
2020;2;100.0;Equipements de bureaux;2.435250928555081
2021;2;100.0;Equipements de bureaux;2.515304505740368
2023;2;100.0;Equipements de bureaux;2.3519283649546594
2024;2;100.0;Equipements de bureaux;2.3799999999999986
2020;3;100.0;Equipements de bureaux;2.4720997365170425
2021;3;100.0;Equipements de bureaux;2.319696339347
2023;3;100.0;Equipements de bureaux;2.776952356167361
2024;3;100.0;Equipements de bureaux;2.5299999999999967
2020;4;100.0;Equipements de bureaux;2.6107355312841447
2021;4;100.0;Equipements de bureaux;2.546348263630057
2023;4;100.0;Equipements de bureaux;2.314218017525307
2024;4;100.0;Equipements de bureaux;2.469999999999998
2020;5;100.0;Equipements de bureaux;2.604849332879909
2021;5;100.0;Equipements de bureaux;2.558734428438166
2023;5;100.0;Equipements de bureaux;2.585879282422296
2024;5;100.0;Equipements de bureaux;2.5216666666666643
2020;6;100.0;Equipements de bureaux;2.411107515723118
2021;6;100.0;Equipements de bureaux;2.396531186777329
2023;6;100.0;Equipements de bureaux;2.42014681482236
2024;6;100.0;Equipements de bureaux;2.42833333333333
2020;7;100.0;Equipements de bureaux;0.0
2021;7;100.0;Equipements de bureaux;0.0
2023;7;100.0;Equipements de bureaux;0.0
2020;8;100.0;Equipements de bureaux;0.0
2021;8;100.0;Equipements de bureaux;0.0
2023;8;100.0;Equipements de bureaux;0.0
2020;9;100.0;Equipements de bureaux;0.0
2021;9;100.0;Equipements de bureaux;0.0
2023;9;100.0;Equipements de bureaux;0.0
2020;10;100.0;Equipements de bureaux;0.0
2021;10;100.0;Equipements de bureaux;0.0
2023;10;100.0;Equipements de bureaux;0.0
2020;11;100.0;Equipements de bureaux;0.0
2021;11;100.0;Equipements de bureaux;0.0
2023;11;100.0;Equipements de bureaux;0.0
2020;12;100.0;Equipements de bureaux;0.0
2021;12;100.0;Equipements de bureaux;0.0
2023;12;100.0;Equipements de bureaux;0.0
2020;1;200000.0;Equipements médicaux;5465.368338001078
2021;1;200000.0;Equipements médicaux;5238.088874846953
2023;1;200000.0;Equipements médicaux;4857.815507460209
2024;1;200000.0;Equipements médicaux;5063.333333333332
2020;2;200000.0;Equipements médicaux;4475.445067206579
2021;2;200000.0;Equipements médicaux;4285.578040416812
2023;2;200000.0;Equipements médicaux;5007.016204268626
2024;2;200000.0;Equipements médicaux;4716.666666666668
2020;3;200000.0;Equipements médicaux;5171.911140953297
2021;3;200000.0;Equipements médicaux;4821.113079850643
2023;3;200000.0;Equipements médicaux;5362.566929095043
2024;3;200000.0;Equipements médicaux;5033.333333333332
2020;4;200000.0;Equipements médicaux;4627.586482931634
2021;4;200000.0;Equipements médicaux;4635.177714699444
2023;4;200000.0;Equipements médicaux;4914.0468852295135
2024;4;200000.0;Equipements médicaux;4889.999999999998
2020;5;200000.0;Equipements médicaux;5546.4429741043305
2021;5;200000.0;Equipements médicaux;5113.8497867851565
2023;5;200000.0;Equipements médicaux;4725.3120185508
2024;5;200000.0;Equipements médicaux;5096.666666666666
2020;6;200000.0;Equipements médicaux;4654.981751821646
2021;6;200000.0;Equipements médicaux;4933.611464946133
2023;6;200000.0;Equipements médicaux;4893.919731260472
2024;6;200000.0;Equipements médicaux;4960.000000000001
2020;7;200000.0;Equipements médicaux;0.0
2021;7;200000.0;Equipements médicaux;0.0
2023;7;200000.0;Equipements médicaux;0.0
2020;8;200000.0;Equipements médicaux;0.0
2021;8;200000.0;Equipements médicaux;0.0
2023;8;200000.0;Equipements médicaux;0.0
2020;9;200000.0;Equipements médicaux;0.0
2021;9;200000.0;Equipements médicaux;0.0
2023;9;200000.0;Equipements médicaux;0.0
2020;10;200000.0;Equipements médicaux;0.0
2021;10;200000.0;Equipements médicaux;0.0
2023;10;200000.0;Equipements médicaux;0.0
2020;11;200000.0;Equipements médicaux;0.0
2021;11;200000.0;Equipements médicaux;0.0
2023;11;200000.0;Equipements médicaux;0.0
2020;12;200000.0;Equipements médicaux;0.0
2021;12;200000.0;Equipements médicaux;0.0
